date	city_id	city_name	is_weekend	is_holiday	holiday_type	month	day_of_week	temp_mean	wind_speed	snow_flag	dewpoint_temperature
2021-01-18	3003	Synthetic-3-3	0	0	none	1	0	19.883	2.414	0	11.018
2021-01-18	3004	Synthetic-3-4	0	0	none	1	0	20.883	2.411	0	11.518
2021-01-19	3001	Synthetic-3-1	0	0	none	1	1	18.047	2.114	0	10.133
2021-01-19	3002	Synthetic-3-2	0	0	none	1	1	19.047	2.134	0	10.633
2021-01-19	3003	Synthetic-3-3	0	0	none	1	1	20.047	2.507	0	11.133
2021-01-19	3004	Synthetic-3-4	0	0	none	1	1	21.047	2.559	0	11.633
2021-01-20	3001	Synthetic-3-1	0	0	none	1	2	18.211	2.059	0	10.247
2021-01-20	3002	Synthetic-3-2	0	0	none	1	2	19.211	2.206	0	10.747
2021-01-20	3003	Synthetic-3-3	0	0	none	1	2	20.211	2.205	0	11.247
2021-01-20	3004	Synthetic-3-4	0	0	none	1	2	21.211	2.462	0	11.747
2021-01-21	3001	Synthetic-3-1	0	0	none	1	3	18.373	2.114	0	10.361
2021-01-21	3002	Synthetic-3-2	0	0	none	1	3	19.373	2.171	0	10.861
2021-01-21	3003	Synthetic-3-3	0	0	none	1	3	20.373	2.548	0	11.361
2021-01-21	3004	Synthetic-3-4	0	0	none	1	3	21.373	2.495	0	11.861
2021-01-22	3001	Synthetic-3-1	0	0	none	1	4	18.534	2.188	0	10.474
2021-01-22	3002	Synthetic-3-2	0	0	none	1	4	19.534	2.053	0	10.974
2021-01-22	3003	Synthetic-3-3	0	0	none	1	4	20.534	2.268	0	11.474
2021-01-22	3004	Synthetic-3-4	0	0	none	1	4	21.534	2.475	0	11.974
2021-01-23	3001	Synthetic-3-1	1	0	none	1	5	18.695	2.194	0	10.586
2021-01-23	3002	Synthetic-3-2	1	0	none	1	5	19.695	2.084	0	11.086
2021-01-23	3003	Synthetic-3-3	1	0	none	1	5	20.695	2.374	0	11.586
2021-01-23	3004	Synthetic-3-4	1	0	none	1	5	21.695	2.679	0	12.086
2021-01-24	3001	Synthetic-3-1	1	0	none	1	6	18.854	2.109	0	10.698
2021-01-24	3002	Synthetic-3-2	1	0	none	1	6	19.854	2.076	0	11.198
2021-01-24	3003	Synthetic-3-3	1	0	none	1	6	20.854	2.473	0	11.698
2021-01-24	3004	Synthetic-3-4	1	0	none	1	6	21.854	2.79	0	12.198
2021-01-25	3001	Synthetic-3-1	0	0	none	1	0	19.012	1.81	0	10.809
2021-01-25	3002	Synthetic-3-2	0	0	none	1	0	20.012	2.133	0	11.309
2021-01-25	3003	Synthetic-3-3	0	0	none	1	0	21.012	2.377	0	11.809
2021-01-25	3004	Synthetic-3-4	0	0	none	1	0	22.012	2.794	0	12.309
2021-01-26	3001	Synthetic-3-1	0	0	none	1	1	19.169	1.932	0	10.918
2021-01-26	3002	Synthetic-3-2	0	0	none	1	1	20.169	2.294	0	11.418
2021-01-26	3003	Synthetic-3-3	0	0	none	1	1	21.169	2.261	0	11.918
2021-01-26	3004	Synthetic-3-4	0	0	none	1	1	22.169	2.429	0	12.418
2021-01-27	3001	Synthetic-3-1	0	0	none	1	2	19.325	1.845	0	11.027
2021-01-27	3002	Synthetic-3-2	0	0	none	1	2	20.325	2.359	0	11.527
2021-01-27	3003	Synthetic-3-3	0	0	none	1	2	21.325	2.343	0	12.027
2021-01-27	3004	Synthetic-3-4	0	0	none	1	2	22.325	2.674	0	12.527
2021-01-28	3001	Synthetic-3-1	0	0	none	1	3	19.479	1.967	0	11.136
2021-01-28	3002	Synthetic-3-2	0	0	none	1	3	20.479	2.304	0	11.636
2021-01-28	3003	Synthetic-3-3	0	0	none	1	3	21.479	2.39	0	12.136
2021-01-28	3004	Synthetic-3-4	0	0	none	1	3	22.479	2.685	0	12.636
2021-01-29	3001	Synthetic-3-1	0	0	none	1	4	19.633	2.079	0	11.243
2021-01-29	3002	Synthetic-3-2	0	0	none	1	4	20.633	2.216	0	11.743
2021-01-29	3003	Synthetic-3-3	0	0	none	1	4	21.633	2.281	0	12.243
2021-01-29	3004	Synthetic-3-4	0	0	none	1	4	22.633	2.767	0	12.743
2021-01-30	3001	Synthetic-3-1	1	0	none	1	5	19.784	1.876	0	11.349
2021-01-30	3002	Synthetic-3-2	1	0	none	1	5	20.784	2.197	0	11.849
2021-01-30	3003	Synthetic-3-3	1	0	none	1	5	21.784	2.476	0	12.349
2021-01-30	3004	Synthetic-3-4	1	0	none	1	5	22.784	2.688	0	12.849
2021-01-31	3001	Synthetic-3-1	1	0	none	1	6	19.935	2.06	0	11.454
2021-01-31	3002	Synthetic-3-2	1	0	none	1	6	20.935	2.347	0	11.954
2021-01-31	3003	Synthetic-3-3	1	0	none	1	6	21.935	2.302	0	12.454
2021-01-31	3004	Synthetic-3-4	1	0	none	1	6	22.935	2.494	0	12.954
2021-02-01	3001	Synthetic-3-1	0	0	none	2	0	20.084	1.859	0	11.558
2021-02-01	3002	Synthetic-3-2	0	0	none	2	0	21.084	2.372	0	12.058
2021-02-01	3003	Synthetic-3-3	0	0	none	2	0	22.084	2.573	0	12.558
2021-02-01	3004	Synthetic-3-4	0	0	none	2	0	23.084	2.724	0	13.058
2021-02-02	3001	Synthetic-3-1	0	0	none	2	1	20.231	2.181	0	11.662
2021-02-02	3002	Synthetic-3-2	0	0	none	2	1	21.231	2.346	0	12.162
2021-02-02	3003	Synthetic-3-3	0	0	none	2	1	22.231	2.295	0	12.662
2021-02-02	3004	Synthetic-3-4	0	0	none	2	1	23.231	2.439	0	13.162
2021-02-03	3001	Synthetic-3-1	0	0	none	2	2	20.377	1.854	0	11.764
2021-02-03	3002	Synthetic-3-2	0	0	none	2	2	21.377	2.347	0	12.264
2021-02-03	3003	Synthetic-3-3	0	0	none	2	2	22.377	2.203	0	12.764
2021-02-03	3004	Synthetic-3-4	0	0	none	2	2	23.377	2.684	0	13.264
2021-02-04	3001	Synthetic-3-1	0	0	none	2	3	20.521	2.185	0	11.865
2021-02-04	3002	Synthetic-3-2	0	0	none	2	3	21.521	2.077	0	12.365
2021-02-04	3003	Synthetic-3-3	0	0	none	2	3	22.521	2.541	0	12.865
2021-02-04	3004	Synthetic-3-4	0	0	none	2	3	23.521	2.411	0	13.365
2021-02-05	3001	Synthetic-3-1	0	0	none	2	4	20.664	1.875	0	11.965
2021-02-05	3002	Synthetic-3-2	0	0	none	2	4	21.664	2.352	0	12.465
2021-02-05	3003	Synthetic-3-3	0	0	none	2	4	22.664	2.398	0	12.965
2021-02-05	3004	Synthetic-3-4	0	0	none	2	4	23.664	2.757	0	13.465
2021-02-06	3001	Synthetic-3-1	1	0	none	2	5	20.805	2.156	0	12.063
2021-02-06	3002	Synthetic-3-2	1	0	none	2	5	21.805	2.039	0	12.563
2021-02-06	3003	Synthetic-3-3	1	0	none	2	5	22.805	2.35	0	13.063
2021-02-06	3004	Synthetic-3-4	1	0	none	2	5	23.805	2.422	0	13.563
2021-02-07	3001	Synthetic-3-1	1	0	none	2	6	20.944	1.819	0	12.161
2021-02-07	3002	Synthetic-3-2	1	0	none	2	6	21.944	2.189	0	12.661
2021-02-07	3003	Synthetic-3-3	1	0	none	2	6	22.944	2.298	0	13.161
2021-02-07	3004	Synthetic-3-4	1	0	none	2	6	23.944	2.57	0	13.661
2021-02-08	3001	Synthetic-3-1	0	0	none	2	0	21.081	2.189	0	12.257
2021-02-08	3002	Synthetic-3-2	0	0	none	2	0	22.081	2.123	0	12.757
2021-02-08	3003	Synthetic-3-3	0	0	none	2	0	23.081	2.325	0	13.257
2021-02-08	3004	Synthetic-3-4	0	0	none	2	0	24.081	2.589	0	13.757
2021-02-09	3001	Synthetic-3-1	0	0	none	2	1	21.217	2.198	0	12.352
2021-02-09	3002	Synthetic-3-2	0	0	none	2	1	22.217	2.164	0	12.852
2021-02-09	3003	Synthetic-3-3	0	0	none	2	1	23.217	2.343	0	13.352
2021-02-09	3004	Synthetic-3-4	0	0	none	2	1	24.217	2.667	0	13.852
2021-02-10	3001	Synthetic-3-1	0	0	none	2	2	21.351	1.942	0	12.445
2021-02-10	3002	Synthetic-3-2	0	0	none	2	2	22.351	2.381	0	12.945
2021-02-10	3003	Synthetic-3-3	0	0	none	2	2	23.351	2.511	0	13.445
2021-02-10	3004	Synthetic-3-4	0	0	none	2	2	24.351	2.528	0	13.945
2021-02-11	3001	Synthetic-3-1	0	0	none	2	3	21.483	1.914	0	12.538
2021-02-11	3002	Synthetic-3-2	0	0	none	2	3	22.483	2.031	0	13.038
2021-02-11	3003	Synthetic-3-3	0	0	none	2	3	23.483	2.399	0	13.538
2021-02-11	3004	Synthetic-3-4	0	0	none	2	3	24.483	2.47	0	14.038
2021-02-12	3001	Synthetic-3-1	0	0	none	2	4	21.613	2.089	0	12.629
2021-02-12	3002	Synthetic-3-2	0	0	none	2	4	22.613	2.031	0	13.129
2021-02-12	3003	Synthetic-3-3	0	0	none	2	4	23.613	2.24	0	13.629
2021-02-12	3004	Synthetic-3-4	0	0	none	2	4	24.613	2.631	0	14.129
2021-02-13	3001	Synthetic-3-1	1	0	none	2	5	21.741	1.84	0	12.718
2021-02-13	3002	Synthetic-3-2	1	0	none	2	5	22.741	2.371	0	13.218
2021-02-13	3003	Synthetic-3-3	1	0	none	2	5	23.741	2.584	0	13.718
2021-02-13	3004	Synthetic-3-4	1	0	none	2	5	24.741	2.47	0	14.218
2021-02-14	3001	Synthetic-3-1	1	0	none	2	6	21.867	2.17	0	12.807
2021-02-14	3002	Synthetic-3-2	1	0	none	2	6	22.867	2.115	0	13.307
2021-02-14	3003	Synthetic-3-3	1	0	none	2	6	23.867	2.375	0	13.807
2021-02-14	3004	Synthetic-3-4	1	0	none	2	6	24.867	2.589	0	14.307
2021-02-15	3001	Synthetic-3-1	0	0	none	2	0	21.991	1.818	0	12.894
2021-02-15	3002	Synthetic-3-2	0	0	none	2	0	22.991	2.064	0	13.394
2021-02-15	3003	Synthetic-3-3	0	0	none	2	0	23.991	2.409	0	13.894
2021-02-15	3004	Synthetic-3-4	0	0	none	2	0	24.991	2.643	0	14.394
2021-02-16	3001	Synthetic-3-1	0	0	none	2	1	22.113	2.15	0	12.979
2021-02-16	3002	Synthetic-3-2	0	0	none	2	1	23.113	2.389	0	13.479
2021-02-16	3003	Synthetic-3-3	0	0	none	2	1	24.113	2.575	0	13.979
2021-02-16	3004	Synthetic-3-4	0	0	none	2	1	25.113	2.63	0	14.479
2021-02-17	3001	Synthetic-3-1	0	0	none	2	2	22.233	2.113	0	13.063
2021-02-17	3002	Synthetic-3-2	0	0	none	2	2	23.233	2.165	0	13.563
2021-02-17	3003	Synthetic-3-3	0	0	none	2	2	24.233	2.458	0	14.063
2021-02-17	3004	Synthetic-3-4	0	0	none	2	2	25.233	2.475	0	14.563
2021-02-18	3001	Synthetic-3-1	0	0	none	2	3	22.35	1.805	0	13.145
2021-02-18	3002	Synthetic-3-2	0	0	none	2	3	23.35	2.041	0	13.645
2021-02-18	3003	Synthetic-3-3	0	0	none	2	3	24.35	2.288	0	14.145
2021-02-18	3004	Synthetic-3-4	0	0	none	2	3	25.35	2.716	0	14.645
2021-02-19	3001	Synthetic-3-1	0	0	none	2	4	22.466	2.191	0	13.226
2021-02-19	3002	Synthetic-3-2	0	0	none	2	4	23.466	2.115	0	13.726
2021-02-19	3003	Synthetic-3-3	0	0	none	2	4	24.466	2.383	0	14.226
2021-02-19	3004	Synthetic-3-4	0	0	none	2	4	25.466	2.605	0	14.726
2021-02-20	3001	Synthetic-3-1	1	0	none	2	5	22.579	1.866	0	13.305
2021-02-20	3002	Synthetic-3-2	1	0	none	2	5	23.579	2.242	0	13.805
2021-02-20	3003	Synthetic-3-3	1	0	none	2	5	24.579	2.558	0	14.305
2021-02-20	3004	Synthetic-3-4	1	0	none	2	5	25.579	2.418	0	14.805
2021-02-21	3001	Synthetic-3-1	1	0	none	2	6	22.69	1.917	0	13.383
2021-02-21	3002	Synthetic-3-2	1	0	none	2	6	23.69	2.041	0	13.883
2021-02-21	3003	Synthetic-3-3	1	0	none	2	6	24.69	2.302	0	14.383
2021-02-21	3004	Synthetic-3-4	1	0	none	2	6	25.69	2.415	0	14.883
2021-02-22	3001	Synthetic-3-1	0	0	none	2	0	22.799	1.99	0	13.459
2021-02-22	3002	Synthetic-3-2	0	0	none	2	0	23.799	2.091	0	13.959
2021-02-22	3003	Synthetic-3-3	0	0	none	2	0	24.799	2.56	0	14.459
2021-02-22	3004	Synthetic-3-4	0	0	none	2	0	25.799	2.633	0	14.959
2021-02-23	3001	Synthetic-3-1	0	0	none	2	1	22.906	2.164	0	13.534
2021-02-23	3002	Synthetic-3-2	0	0	none	2	1	23.906	2.34	0	14.034
2021-02-23	3003	Synthetic-3-3	0	0	none	2	1	24.906	2.478	0	14.534
2021-02-23	3004	Synthetic-3-4	0	0	none	2	1	25.906	2.726	0	15.034
2021-02-24	3001	Synthetic-3-1	0	0	none	2	2	23.01	2.077	0	13.607
2021-02-24	3002	Synthetic-3-2	0	0	none	2	2	24.01	2.264	0	14.107
2021-02-24	3003	Synthetic-3-3	0	0	none	2	2	25.01	2.453	0	14.607
2021-02-24	3004	Synthetic-3-4	0	0	none	2	2	26.01	2.512	0	15.107
2021-02-25	3001	Synthetic-3-1	0	0	none	2	3	23.112	2.114	0	13.678
2021-02-25	3002	Synthetic-3-2	0	0	none	2	3	24.112	2.313	0	14.178
2021-02-25	3003	Synthetic-3-3	0	0	none	2	3	25.112	2.418	0	14.678
2021-02-25	3004	Synthetic-3-4	0	0	none	2	3	26.112	2.558	0	15.178
2021-02-26	3001	Synthetic-3-1	0	0	none	2	4	23.211	1.953	0	13.748
2021-02-26	3002	Synthetic-3-2	0	0	none	2	4	24.211	2.324	0	14.248
2021-02-26	3003	Synthetic-3-3	0	0	none	2	4	25.211	2.382	0	14.748
2021-02-26	3004	Synthetic-3-4	0	0	none	2	4	26.211	2.442	0	15.248
2021-02-27	3001	Synthetic-3-1	1	0	none	2	5	23.308	1.829	0	13.816
2021-02-27	3002	Synthetic-3-2	1	0	none	2	5	24.308	2.262	0	14.316
2021-02-27	3003	Synthetic-3-3	1	0	none	2	5	25.308	2.349	0	14.816
2021-02-27	3004	Synthetic-3-4	1	0	none	2	5	26.308	2.659	0	15.316
2021-02-28	3001	Synthetic-3-1	1	0	none	2	6	23.402	2.077	0	13.882
2021-02-28	3002	Synthetic-3-2	1	0	none	2	6	24.402	2.311	0	14.382
2021-02-28	3003	Synthetic-3-3	1	0	none	2	6	25.402	2.463	0	14.882
2021-02-28	3004	Synthetic-3-4	1	0	none	2	6	26.402	2.601	0	15.382
2021-03-01	3001	Synthetic-3-1	0	0	none	3	0	23.495	2.133	0	13.946
2021-03-01	3002	Synthetic-3-2	0	0	none	3	0	24.495	2.25	0	14.446
2021-03-01	3003	Synthetic-3-3	0	0	none	3	0	25.495	2.471	0	14.946
2021-03-01	3004	Synthetic-3-4	0	0	none	3	0	26.495	2.469	0	15.446
2021-03-02	3001	Synthetic-3-1	0	0	none	3	1	23.584	2.055	0	14.009
2021-03-02	3002	Synthetic-3-2	0	0	none	3	1	24.584	2.083	0	14.509
2021-03-02	3003	Synthetic-3-3	0	0	none	3	1	25.584	2.403	0	15.009
2021-03-02	3004	Synthetic-3-4	0	0	none	3	1	26.584	2.567	0	15.509
2021-03-03	3001	Synthetic-3-1	0	0	none	3	2	23.671	1.997	0	14.07
2021-03-03	3002	Synthetic-3-2	0	0	none	3	2	24.671	2.033	0	14.57
2021-03-03	3003	Synthetic-3-3	0	0	none	3	2	25.671	2.438	0	15.07
2021-03-03	3004	Synthetic-3-4	0	0	none	3	2	26.671	2.495	0	15.57
2021-03-04	3001	Synthetic-3-1	0	0	none	3	3	23.755	2.166	0	14.129
2021-03-04	3002	Synthetic-3-2	0	0	none	3	3	24.755	2.387	0	14.629
2021-03-04	3003	Synthetic-3-3	0	0	none	3	3	25.755	2.351	0	15.129
2021-03-04	3004	Synthetic-3-4	0	0	none	3	3	26.755	2.589	0	15.629
2021-03-05	3001	Synthetic-3-1	0	0	none	3	4	23.837	2.167	0	14.186
2021-03-05	3002	Synthetic-3-2	0	0	none	3	4	24.837	2.193	0	14.686
2021-03-05	3003	Synthetic-3-3	0	0	none	3	4	25.837	2.468	0	15.186
2021-03-05	3004	Synthetic-3-4	0	0	none	3	4	26.837	2.792	0	15.686
2021-03-06	3001	Synthetic-3-1	1	0	none	3	5	23.916	2.043	0	14.241
2021-03-06	3002	Synthetic-3-2	1	0	none	3	5	24.916	2.265	0	14.741
2021-03-06	3003	Synthetic-3-3	1	0	none	3	5	25.916	2.235	0	15.241
2021-03-06	3004	Synthetic-3-4	1	0	none	3	5	26.916	2.687	0	15.741
2021-03-07	3001	Synthetic-3-1	1	0	none	3	6	23.993	1.955	0	14.295
2021-03-07	3002	Synthetic-3-2	1	0	none	3	6	24.993	2.396	0	14.795
2021-03-07	3003	Synthetic-3-3	1	0	none	3	6	25.993	2.286	0	15.295
2021-03-07	3004	Synthetic-3-4	1	0	none	3	6	26.993	2.703	0	15.795
2021-03-08	3001	Synthetic-3-1	0	0	none	3	0	24.067	1.986	0	14.347
2021-03-08	3002	Synthetic-3-2	0	0	none	3	0	25.067	2.269	0	14.847
2021-03-08	3003	Synthetic-3-3	0	0	none	3	0	26.067	2.219	0	15.347
2021-03-08	3004	Synthetic-3-4	0	0	none	3	0	27.067	2.542	0	15.847
2021-03-09	3001	Synthetic-3-1	0	0	none	3	1	24.138	2.103	0	14.397
2021-03-09	3002	Synthetic-3-2	0	0	none	3	1	25.138	2.388	0	14.897
2021-03-09	3003	Synthetic-3-3	0	0	none	3	1	26.138	2.591	0	15.397
2021-03-09	3004	Synthetic-3-4	0	0	none	3	1	27.138	2.732	0	15.897
2021-03-10	3001	Synthetic-3-1	0	0	none	3	2	24.207	1.954	0	14.445
2021-03-10	3002	Synthetic-3-2	0	0	none	3	2	25.207	2.37	0	14.945
2021-03-10	3003	Synthetic-3-3	0	0	none	3	2	26.207	2.239	0	15.445
2021-03-10	3004	Synthetic-3-4	0	0	none	3	2	27.207	2.796	0	15.945
2021-03-11	3001	Synthetic-3-1	0	0	none	3	3	24.272	2.184	0	14.491
2021-03-11	3002	Synthetic-3-2	0	0	none	3	3	25.272	2.227	0	14.991
2021-03-11	3003	Synthetic-3-3	0	0	none	3	3	26.272	2.263	0	15.491
2021-03-11	3004	Synthetic-3-4	0	0	none	3	3	27.272	2.728	0	15.991
2021-03-12	3001	Synthetic-3-1	0	0	none	3	4	24.335	2.029	0	14.535
2021-03-12	3002	Synthetic-3-2	0	0	none	3	4	25.335	2.251	0	15.035
2021-03-12	3003	Synthetic-3-3	0	0	none	3	4	26.335	2.4	0	15.535
2021-03-12	3004	Synthetic-3-4	0	0	none	3	4	27.335	2.536	0	16.035
2021-03-13	3001	Synthetic-3-1	1	0	none	3	5	24.396	2.043	0	14.577
2021-03-13	3002	Synthetic-3-2	1	0	none	3	5	25.396	2.224	0	15.077
2021-03-13	3003	Synthetic-3-3	1	0	none	3	5	26.396	2.541	0	15.577
2021-03-13	3004	Synthetic-3-4	1	0	none	3	5	27.396	2.545	0	16.077
2021-03-14	3001	Synthetic-3-1	1	0	none	3	6	24.453	2.008	0	14.617
2021-03-14	3002	Synthetic-3-2	1	0	none	3	6	25.453	2.121	0	15.117
2021-03-14	3003	Synthetic-3-3	1	0	none	3	6	26.453	2.316	0	15.617
2021-03-14	3004	Synthetic-3-4	1	0	none	3	6	27.453	2.618	0	16.117
2021-03-15	3001	Synthetic-3-1	0	0	none	3	0	24.508	2.161	0	14.656
2021-03-15	3002	Synthetic-3-2	0	0	none	3	0	25.508	2.041	0	15.156
2021-03-15	3003	Synthetic-3-3	0	0	none	3	0	26.508	2.237	0	15.656
2021-03-15	3004	Synthetic-3-4	0	0	none	3	0	27.508	2.545	0	16.156
2021-03-16	3001	Synthetic-3-1	0	0	none	3	1	24.56	1.95	0	14.692
2021-03-16	3002	Synthetic-3-2	0	0	none	3	1	25.56	2.321	0	15.192
2021-03-16	3003	Synthetic-3-3	0	0	none	3	1	26.56	2.499	0	15.692
2021-03-16	3004	Synthetic-3-4	0	0	none	3	1	27.56	2.575	0	16.192
2021-03-17	3001	Synthetic-3-1	0	0	none	3	2	24.609	1.803	0	14.726
2021-03-17	3002	Synthetic-3-2	0	0	none	3	2	25.609	2.067	0	15.226
2021-03-17	3003	Synthetic-3-3	0	0	none	3	2	26.609	2.569	0	15.726
2021-03-17	3004	Synthetic-3-4	0	0	none	3	2	27.609	2.456	0	16.226
2021-03-18	3001	Synthetic-3-1	0	0	none	3	3	24.655	2.187	0	14.759
2021-03-18	3002	Synthetic-3-2	0	0	none	3	3	25.655	2.086	0	15.259
2021-03-18	3003	Synthetic-3-3	0	0	none	3	3	26.655	2.538	0	15.759
2021-03-18	3004	Synthetic-3-4	0	0	none	3	3	27.655	2.443	0	16.259
2021-03-19	3001	Synthetic-3-1	0	0	none	3	4	24.698	1.902	0	14.789
2021-03-19	3002	Synthetic-3-2	0	0	none	3	4	25.698	2.174	0	15.289
2021-03-19	3003	Synthetic-3-3	0	0	none	3	4	26.698	2.581	0	15.789
2021-03-19	3004	Synthetic-3-4	0	0	none	3	4	27.698	2.73	0	16.289
2021-03-20	3001	Synthetic-3-1	1	0	none	3	5	24.739	2.186	0	14.817
2021-03-20	3002	Synthetic-3-2	1	0	none	3	5	25.739	2.307	0	15.317
2021-03-20	3003	Synthetic-3-3	1	0	none	3	5	26.739	2.31	0	15.817
